year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2014,33,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,240,13,13,1,51,20,196,122.44,0,2,19,14,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,12
2015,19,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,347,10,9,1,104,43.37,257,135.01,1,1,37,14,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,8.000922297
2016,39,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,179,16,15,2,36,13.76,134,133.58,0,0,14,12,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,13.00872093
2017,64,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,71,8,7,1,24,11.83,78,91.02,0,0,6,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,6.001690617
2018,5,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,555,15,15,1,117,39.64,359,154.59,2,2,44,35,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,14.00100908
2019,17,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,398,17,17,0,96,23.41,312,127.56,0,3,42,20,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,17.0012815
2020,27,Shane Watson,https://parimatchnews.com/wp-content/uploads/2020/11/Shane-Watson.png,299,11,11,1,83,29.9,247,121.05,0,2,33,13,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,10
2009,112,Shanthakumaran Sreesanth,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,7,2,2,4,1,18,27.77,0,0,1,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,5
2010,93,Shanthakumaran Sreesanth,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,27,6,3,3,15,1,21,128.57,0,0,5,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,27
2011,161,Shanthakumaran Sreesanth,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,9,3,1,1,0.5,9,11.11,0,0,0,0,KTK,https://static.toiimg.com/photo/58007915/After-its-controversial-birth-and-just-one-season-in-the-league-the-Kochi-Tuskers-Kerala-IPL-franchise-was-terminated-by-the-BCCI-for-breaching-its-terms-of-conditions-The-consortium-that-owned-the-team-allegedly-defaulted-on-an-annual-payment-of-Rs-156-crores-as-a-bank-guarantee-.jpg,2
2015,103,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,7,1,1,1,7,1,6,116.66,0,0,1,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,7
2017,143,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,0,12,3,0,0,1,3,0,0,0,0,0,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,0
2018,98,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,15,13,1,1,15,1,5,300,0,0,3,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,15
2019,90,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,14,10,3,1,12,7,7,200,0,0,1,1,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2020,96,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,12,9,2,1,11,12,21,57.14,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2021,122,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,5,16,4,2,3,2.5,5,100,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2022,67,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,120,14,10,2,29,15,87,137.93,0,0,7,7,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8
2023,69,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,113,11,10,2,68,14.13,70,161.42,0,1,13,4,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,7.997169144
2024,112,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,21,9,3,2,17,21,17,123.52,0,0,2,1,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2025,107,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,18,10,5,2,6,6,12,150,0,0,3,0,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,3
2026,96,Shardul Thakur,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shardul%20Thakur.png,14,6,2,0,8,7,19,73.68,0,0,1,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2022,80,Shashank Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shashank%20Singh.png,69,10,5,1,25,17.25,47,146.8,0,0,5,4,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,4
2024,25,Shashank Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shashank%20Singh.png,354,14,14,6,68,44.25,215,164.65,0,2,28,21,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,8
2025,25,Shashank Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shashank%20Singh.png,350,17,14,7,61,50,228,153.5,0,3,23,18,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,7
2026,61,Shashank Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shashank%20Singh.png,70,7,5,3,19,35,36,194.44,0,0,6,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2008,1,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,616,11,11,2,115,68.44,441,139.68,1,5,59,26,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,9.000584454
2010,48,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,147,4,4,1,88,49,114,128.94,0,2,14,6,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3
2011,4,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,504,14,13,1,95,42,344,146.51,0,4,52,20,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,12
2012,20,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,336,13,13,2,68,30.54,280,120,0,2,39,7,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,11.00196464
2013,25,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,300,8,8,0,77,37.5,249,120.48,0,3,39,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,8
2014,62,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,70,2,2,0,40,35,52,134.61,0,0,7,3,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2015,63,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,81,4,4,0,65,20.25,58,139.65,0,1,7,3,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2016,44,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,159,6,6,1,56,31.8,134,118.65,0,1,13,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,5
2017,32,Shaun Marsh,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/289900/289953.jpg,264,9,8,0,84,33,194,136.08,0,2,36,5,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,8
2008,45,Shaun Pollock,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,147,13,8,0,33,18.37,111,132.43,0,0,12,8,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,8.002177463
2010,113,Shaun Tait,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,12,8,2,1,11,12,13,92.3,0,0,0,1,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,1
2011,131,Shaun Tait,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,10,4,2,1,10,10,10,100,0,0,1,0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,1
2020,130,Sheldon Cottrell,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,6,1,0,0,1,2,0,0,0,0,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,0
2017,76,Sheldon Jackson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sheldon%20Jackson.png,38,4,3,1,16,19,31,122.58,0,0,5,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2022,109,Sheldon Jackson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sheldon%20Jackson.png,23,5,5,1,8,5.75,26,88.46,0,0,0,1,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,4
2019,61,Sherfane Rutherford,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sherfane%20Rutherford.png,73,7,7,2,28,14.6,54,135.18,0,0,2,7,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,5
2022,102,Sherfane Rutherford,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sherfane%20Rutherford.png,33,3,2,0,28,16.5,50,66,0,0,1,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2025,34,Sherfane Rutherford,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sherfane%20Rutherford.png,291,13,11,2,46,32.33,185,157.29,0,0,22,18,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,9.000927931
2026,52,Sherfane Rutherford,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sherfane%20Rutherford.png,103,7,6,2,71,25.75,54,190.74,0,1,4,11,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2008,14,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,340,14,14,5,68,37.77,295,115.25,0,4,35,8,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,9.001853323
2009,69,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,40,5,4,0,22,10,45,88.88,0,0,3,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,4
2010,40,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,191,10,10,0,56,19.1,170,112.35,0,2,23,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,10
2011,11,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,400,14,14,2,95,33.33,310,129.03,0,2,47,7,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,12.00120012
2012,3,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,569,15,15,1,84,40.64,439,129.61,0,5,58,18,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,14.00098425
2013,22,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,311,10,10,2,73,38.87,253,122.92,0,3,37,5,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,8.001029071
2014,14,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,377,14,14,1,64,29,319,118.18,0,2,49,7,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13
2015,18,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,353,14,14,1,54,27.15,286,123.42,0,3,45,6,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13.00184162
2016,5,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,501,17,17,4,82,38.53,429,116.78,0,4,51,8,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13.00285492
2017,3,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,479,14,14,1,77,36.84,376,127.39,0,3,53,9,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13.00217155
2018,10,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,497,16,16,3,92,38.23,363,136.91,0,4,59,14,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13.00026157
2019,4,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,521,16,16,1,97,34.73,384,135.67,0,5,64,11,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,15.00143968
2020,2,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,618,17,17,3,106,44.14,427,144.73,2,4,67,12,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,14.00090621
2021,4,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,587,16,16,1,92,39.13,471,124.62,0,3,63,16,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,15.00127779
2022,8,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,460,14,14,2,88,38.33,375,122.66,0,3,47,12,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,12.00104357
2023,20,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,373,11,11,2,99,41.44,261,142.91,0,3,49,12,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,9.000965251
2024,64,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png,152,5,5,0,70,30.4,121,125.61,0,1,18,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,5
2019,56,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,90,5,5,0,75,18,73,123.28,0,1,4,7,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,5
2020,42,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,185,12,11,3,45,23.12,125,148,0,0,11,12,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8.001730104
2021,28,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,242,14,13,6,53,34.57,144,168.05,0,1,19,12,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,7.000289268
2022,28,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,314,15,15,8,59,44.86,204,153.92,0,1,21,21,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,6.999554169
2023,32,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,300,14,13,5,56,37.5,197,152.28,0,1,12,23,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,8
2024,74,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,113,12,9,4,27,22.6,69,163.76,0,0,9,7,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,5
2025,45,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,239,14,13,2,52,21.73,164,145.73,0,1,17,11,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,10.99861942
2026,59,Shimron Hetmyer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shimron%20Hetmyer.png,72,7,6,1,22,14.4,62,116.12,0,0,4,3,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,5
2019,73,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,40,4,4,1,24,13.33,33,121.21,0,0,1,3,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,3.000750188
2020,47,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,129,11,9,2,27,18.42,105,122.85,0,0,5,9,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.003257329
2021,30,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,230,9,9,1,64,28.75,193,119.17,0,1,18,10,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png,8
2022,32,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,289,11,11,1,95,28.9,185,156.21,0,2,22,16,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,10
2023,13,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,418,16,14,3,52,38,264,158.33,0,3,12,35,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,11
2024,19,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,396,14,14,3,66,36,244,162.29,0,3,28,28,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,11
2025,23,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,357,14,14,3,50,32.45,270,132.22,0,1,22,21,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,11.00154083
2026,39,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png,150,8,8,3,45,30,107,140.18,0,0,14,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,5
2018,99,Shivam Mavi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Mavi.png,13,9,4,1,7,4.33,15,86.66,0,0,1,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,3.002309469
2020,100,Shivam Mavi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Mavi.png,10,8,3,1,9,5,14,71.42,0,0,1,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
