year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2023,133,Manan Vohra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manan%20Vohra.png,10,1,1,0,10,10,11,90.9,0,0,1,0,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2024,165,Manav Suthar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manav%20Suthar.png,1,1,1,0,1,1,2,50,0,0,0,0,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,1
2011,83,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,47,6,5,1,15,11.75,41,114.63,0,0,4,1,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2012,10,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,432,16,16,0,75,27,342,126.31,0,2,53,7,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,16
2013,33,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,260,16,14,1,77,20,223,116.59,0,1,36,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,13
2014,86,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,24,3,3,0,21,8,26,92.3,0,0,2,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3
2015,40,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,157,14,9,2,54,22.42,100,157,0,1,17,6,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.002676182
2017,44,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,188,11,10,0,52,18.8,177,106.21,0,1,21,4,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,10
2018,30,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,252,14,13,3,47,25.2,186,135.48,0,0,16,11,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,10
2019,42,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,165,13,12,8,33,41.25,120,137.5,0,0,10,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2020,46,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,130,7,7,1,66,21.66,109,119.26,0,1,10,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,6.001846722
2021,102,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,15,1,1,0,15,15,14,107.14,0,0,2,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,1
2022,118,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,18,3,3,0,18,6,23,78.26,0,0,4,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3
2023,125,Mandeep Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mandeep%20Singh.png,14,3,3,0,12,4.67,16,87.5,0,0,0,1,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2.997858672
2008,131,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,3,3,2,0,3,1.5,9,33.33,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2009,32,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,168,5,4,2,114,84,118,142.37,1,0,17,4,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2010,32,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,249,13,13,1,42,20.75,226,110.17,0,0,27,7,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,12
2011,35,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,246,10,9,0,59,27.33,227,108.37,0,1,28,6,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,9.001097695
2012,57,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,143,10,9,2,80,20.42,112,127.67,0,1,12,6,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,7.002938296
2013,54,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,136,7,7,1,66,22.66,137,99.27,0,1,11,3,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,6.001765225
2014,10,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,401,16,16,3,94,30.84,340,117.94,0,2,35,10,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,13.00259403
2015,31,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,225,13,12,1,40,20.45,184,122.28,0,0,22,7,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,11.00244499
2016,25,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,248,12,11,3,52,31,183,135.51,0,2,17,9,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,8
2017,7,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,396,14,13,5,81,49.5,308,128.57,0,2,28,12,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,8
2018,26,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,284,15,13,2,62,25.81,246,115.44,0,3,22,5,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,11.00348702
2019,23,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,344,12,11,3,83,43,263,130.79,0,3,34,6,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,8
2020,13,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,425,16,15,2,83,32.69,333,127.62,0,3,35,18,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,13.00091771
2021,21,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,292,8,8,2,69,48.66,236,123.72,0,3,21,10,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,6.00082203
2022,74,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,88,6,6,0,38,14.67,80,110,0,0,9,2,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,5.998636673
2023,56,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,160,10,9,0,50,17.78,146,109.58,0,1,15,3,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,8.998875141
2024,95,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,42,1,1,0,42,42,31,135.48,0,0,2,2,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2025,79,Manish Pandey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manish%20Pandey.png,92,3,3,1,37,46,65,141.53,0,0,5,5,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2025,156,Manoj Bhandage,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manoj%20Bhandage.png,1,1,1,0,1,1,4,25,0,0,0,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
2008,59,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,104,9,7,3,39,26,85,122.35,0,0,16,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2010,34,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,237,13,11,2,75,26.33,186,127.41,0,2,23,5,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,9.001139385
2011,18,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,359,15,14,7,61,51.28,325,110.46,0,1,26,14,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,7.000780031
2012,31,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,260,16,15,5,59,26,246,105.69,0,1,21,3,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,10
2013,51,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,146,10,9,1,33,18.25,140,104.28,0,0,12,1,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,8
2014,44,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,152,8,8,3,61,30.4,118,128.81,0,1,14,4,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,5
2015,69,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,57,5,3,1,32,28.5,56,101.78,0,0,8,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2017,19,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,324,15,13,3,60,32.4,236,137.28,0,2,31,11,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,10
2018,79,Manoj Tiwary,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,47,5,4,1,35,15.66,44,106.81,0,0,4,1,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3.001277139
2008,83,Manpreet Gony,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,35,16,5,4,15,35,23,152.17,0,0,2,3,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2009,95,Manpreet Gony,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,7,3,1,7,6.5,7,185.71,0,0,0,2,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2010,144,Manpreet Gony,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,3,1,0,2,2,6,33.33,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2012,149,Manpreet Gony,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,6,1,0,4,4,8,50,0,0,0,0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,1
2013,91,Manpreet Gony,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,45,8,5,1,42,11.25,25,180,0,0,4,3,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2013,55,Manpreet Juneja,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,125,7,7,0,49,17.85,128,97.65,0,0,11,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,7.00280112
2010,37,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,218,10,10,0,75,21.8,178,122.47,0,1,27,6,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,10
2011,67,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,72,5,5,0,27,14.4,89,80.89,0,0,8,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,5
2012,43,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,213,7,7,0,89,30.42,160,133.12,0,1,16,10,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,7.001972387
2013,34,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,255,14,14,1,92,19.61,236,108.05,0,2,36,6,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,13.00356961
2014,111,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,1,1,0,3,3,9,33.33,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2015,74,Manvinder Bisla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,37,2,2,0,20,18.5,30,123.33,0,0,6,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
2014,121,Marchant de Lange,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,1,1,0,1,1,2,50,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2021,146,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,0,2,2,0,0,1,3,0,0,0,0,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,0
2022,129,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,9,8,3,2,8,9,7,128.57,0,0,0,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2023,94,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,39,8,6,3,17,13,43,90.69,0,0,4,0,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,3
2024,116,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,18,3,2,1,17,18,13,138.46,0,0,1,1,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,1
2025,82,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,75,14,8,4,34,18.75,63,119.04,0,0,3,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2026,104,Marco Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marco%20Jansen.png,10,7,2,1,9,10,11,90.9,0,0,0,1,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,1
2016,47,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,146,7,5,1,52,36.5,108,135.18,0,1,13,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2017,92,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,17,5,3,0,9,5.66,24,70.83,0,0,1,0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,3.003533569
2018,55,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,99,7,7,3,29,24.75,76,130.26,0,0,6,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,4
2019,37,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,211,10,10,6,46,52.75,156,135.25,0,0,14,10,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,4
2020,20,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,352,17,17,3,65,25.14,237,148.52,0,3,31,16,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,14.00159109
2021,59,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,89,10,7,3,27,22.25,72,123.61,0,0,11,1,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2022,62,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,156,11,10,2,38,19.5,106,147.16,0,0,7,13,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,8
2023,15,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,408,15,15,2,89,31.38,272,150,0,3,28,27,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,13.00191205
2024,21,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,388,14,14,2,124,32.33,263,147.52,1,2,39,16,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,12.00123724
2025,62,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,160,13,11,5,44,26.67,86,186.04,0,0,8,15,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,5.999250094
2026,70,Marcus Stoinis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Marcus%20Stoinis.png,48,7,4,2,29,24,26,184.61,0,0,6,2,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,2
2008,23,Mark Boucher,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,225,10,10,3,50,32.14,177,127.11,0,1,24,6,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,7.000622278
2009,34,Mark Boucher,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,150,12,9,4,48,30,116,129.31,0,0,8,6,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,5
2010,110,Mark Boucher,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,5,2,1,11,13,10,130,0,0,0,1,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,1
2011,141,Mark Boucher,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,6,4,3,2,5,6,6,100,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2018,125,Mark Wood,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mark%20Wood.png,1,1,1,0,1,1,3,33.33,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,1
2023,131,Mark Wood,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mark%20Wood.png,11,4,2,1,10,11,5,220,0,0,1,1,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2012,62,Marlon Samuels,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,124,8,8,1,46,17.71,123,100.81,0,0,7,5,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,7.001693958
2013,129,Marlon Samuels,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,2,2,0,5,4,18,44.44,0,0,1,0,PWI,https://upload.wikimedia.org/wikipedia/en/4/4a/Pune_Warriors_India_IPL_Logo.png,2
2017,82,Marlon Samuels,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,29,5,4,0,27,7.25,31,93.54,0,0,1,2,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,4
2016,68,Martin Guptill,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,57,3,3,0,48,19,55,103.63,0,0,3,3,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,3
2017,53,Martin Guptill,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,132,7,7,1,50,22,88,150,0,1,17,5,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,6
2019,59,Martin Guptill,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,81,3,3,0,36,27,53,152.83,0,0,4,7,SRH,https://i.pinimg.com/736x/81/30/26/813026418f3ec75b2a6298fb3e81f0e0.jpg,3
2009,115,Mashrafe Mortaza,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,1,1,1,2,1,2,100,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,2
2026,107,Matt Henry,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matt%20Henry.png,7,3,2,0,5,3.5,10,70,0,0,1,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2025,112,Matthew Breetzke,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Breetzke.png,14,1,1,0,14,14,12,116.66,0,0,1,1,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2008,30,Matthew Hayden,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,189,4,4,1,81,63,131,144.27,0,2,24,6,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,3
2009,1,Matthew Hayden,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,572,12,12,1,89,52,395,144.81,0,5,60,22,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,11
2010,16,Matthew Hayden,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,346,16,16,0,93,21.62,279,124.01,0,1,37,16,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,16.00370028
2023,67,Matthew Short,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Short.png,117,6,6,0,36,19.5,92,127.17,0,0,15,4,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png,6
2026,76,Matthew Short,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Short.png,36,2,2,0,34,18,37,97.29,0,0,3,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2011,109,Matthew Wade,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Wade.png,22,3,3,0,11,7.33,33,66.66,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,3.001364256
2022,61,Matthew Wade,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Wade.png,157,10,10,0,35,15.7,138,113.76,0,0,23,2,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,10
2024,143,Matthew Wade,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Matthew%20Wade.png,4,2,1,0,4,4,6,66.66,0,0,0,0,GT,https://imgk.timesnownews.com/media/Gujarat_Titans_logo.png,1
